"","correlation","t-stat","p-value","FDR"
"CHOYP_LOC101072646.1.1m.8800",0.034885,0.15215,0.88067,0.96267
"CHOYP_LOC658280.1.1m.18469",0.034865,0.15206,0.88074,0.96267
"CHOYP_LOC100369745.1.1m.18815",0.034792,0.15175,0.88098,0.96282
"CHOYP_LOC593134.1.1m.29711",0.034731,0.15148,0.88119,0.96292
"CHOYP_CNDP2.1.4m.11722",0.034663,0.15118,0.88142,0.96304
"CHOYP_LOC100376096.1.1m.62366",0.034503,0.15049,0.88197,0.96347
"CHOYP_KAPR.2.3m.56519",-0.034476,-0.15037,0.88206,0.96347
"CHOYP_LOC100880948.1.1m.25232",-0.034446,-0.15024,0.88216,0.96347
"CHOYP_LOC100372393.1.1m.12043",0.03436,0.14986,0.88245,0.96366
"CHOYP_CPIPJ_CPIJ015079.1.1m.39675",-0.034253,-0.14939,0.88282,0.96387
"CHOYP_UBCD1.1.2m.50237",-0.034237,-0.14932,0.88287,0.96387
"CHOYP_LOC100891656.1.1m.62466",-0.034032,-0.14843,0.88357,0.9645
"CHOYP_PHUM_PHUM538050.1.1m.56205",0.033942,0.14804,0.88387,0.96471
"CHOYP_M3K7.2.4m.17369",-0.033884,-0.14778,0.88407,0.9648
"CHOYP_contig_039169m.44357",0.033826,0.14753,0.88427,0.96489
"CHOYP_LOC100366906.1.1m.61901",0.033583,0.14647,0.8851,0.96541
"CHOYP_ACL6B.1.1m.62588",0.033533,0.14625,0.88527,0.96541
"CHOYP_LOC100186203.1.1m.7875",0.033482,0.14603,0.88544,0.96541
"CHOYP_LOC101171379.1.1m.27459",0.033482,0.14603,0.88544,0.96541
"CHOYP_RPA1.1.2m.3320",0.033482,0.14603,0.88544,0.96541
"CHOYP_LOC100366857.1.1m.38884",0.033482,0.14603,0.88544,0.96541
"CHOYP_BIRC7.3.5m.22702",0.033426,0.14578,0.88563,0.96549
"CHOYP_LOC100185271.1.1m.19210",0.033343,0.14542,0.88591,0.96559
"CHOYP_SC24B.1.2m.95",0.03333,0.14536,0.88595,0.96559
"CHOYP_BRAFLDRAFT_92024.1.1m.49813",0.033204,0.14481,0.88638,0.96593
"CHOYP_LOC100742289.1.1m.25180",-0.033041,-0.1441,0.88694,0.96603
"CHOYP_BRAFLDRAFT_126227.1.1m.24340",-0.033041,-0.1441,0.88694,0.96603
"CHOYP_LOC100653683.1.1m.7478",-0.033041,-0.1441,0.88694,0.96603
"CHOYP_FMRF.4.4m.62077",-0.033041,-0.1441,0.88694,0.96603
"CHOYP_LOC100120123.1.1m.12979",-0.032987,-0.14387,0.88712,0.96611
"CHOYP_PDXDC1.1.1m.11298",0.03281,0.14309,0.88772,0.96664
"CHOYP_LOC100373138.1.1m.23491",-0.032686,-0.14255,0.88815,0.96685
"CHOYP_TBB2.1.2m.45096",-0.032685,-0.14255,0.88815,0.96685
"CHOYP_RS3.2.7m.23037",0.032642,0.14236,0.88829,0.96688
"CHOYP_LOC100373888.9.9m.66033",0.03241,0.14135,0.88908,0.9671
"CHOYP_LOC100759507.1.1m.30604",0.03241,0.14135,0.88908,0.9671
"CHOYP_LOC100720440.1.2m.11473",0.03241,0.14135,0.88908,0.9671
"CHOYP_BRAFLDRAFT_276662.1.1m.52846",0.03241,0.14135,0.88908,0.9671
"CHOYP_S30BP.1.1m.62845",-0.032359,-0.14112,0.88926,0.9671
"CHOYP_LOC100744506.1.1m.44043",-0.032338,-0.14103,0.88933,0.9671
"CHOYP_LOC100636568.1.1m.16013",0.03232,0.14095,0.88939,0.9671
"CHOYP_EFHD2.1.1m.22844",-0.032309,-0.1409,0.88943,0.9671
"CHOYP_TSP_00320.1.1m.7280",0.032009,0.1396,0.89045,0.96754
"CHOYP_BRAFLDRAFT_208293.10.20m.53518",0.032009,0.1396,0.89045,0.96754
"CHOYP_NCBP2.1.1m.60410",0.032009,0.1396,0.89045,0.96754
"CHOYP_NEUL4.2.2m.54340",-0.032009,-0.1396,0.89045,0.96754
"CHOYP_BRAFLDRAFT_281651.2.8m.5909",0.032009,0.1396,0.89045,0.96754
"CHOYP_LOC100313569.1.1m.15201",-0.031986,-0.13949,0.89053,0.96754
"CHOYP_BRAFLDRAFT_124064.1.6m.5120",-0.031863,-0.13896,0.89095,0.96787
"CHOYP_LOC100374495.1.1m.55368",-0.031812,-0.13874,0.89112,0.96793
"CHOYP_BTKL.1.1m.55270",0.031672,0.13813,0.89159,0.96832
"CHOYP_LOC100013725.1.2m.12740",-0.031611,-0.13786,0.8918,0.96842
"CHOYP_LOC100371074.1.1m.36435",0.031577,0.13771,0.89192,0.96842
"CHOYP_NU107.1.2m.46092",-0.031458,-0.13719,0.89232,0.96874
"CHOYP_ISCW_ISCW023297.1.1m.11833",0.031129,0.13575,0.89344,0.96971
"CHOYP_LOC100368907.1.1m.22004",-0.031068,-0.13549,0.89365,0.96971
"CHOYP_LOC101162528.1.1m.17841",-0.031068,-0.13549,0.89365,0.96971
"CHOYP_CDC42.11.11m.60004",-0.031029,-0.13532,0.89379,0.96971
"CHOYP_LOC100372881.1.1m.4636",-0.031024,-0.13529,0.8938,0.96971
"CHOYP_LOC100116717.2.2m.30034",-0.03091,-0.1348,0.89419,0.96988
"CHOYP_contig_008102m.9380",0.03091,0.1348,0.89419,0.96988
"CHOYP_contig_015543m.18138",0.030715,0.13395,0.89485,0.97008
"CHOYP_CRADD.1.2m.27800",-0.030715,-0.13395,0.89485,0.97008
"CHOYP_LOC100371059.1.1m.25395",0.030715,0.13395,0.89485,0.97008
"CHOYP_RL23A.3.6m.31005",0.030695,0.13386,0.89492,0.97008
"CHOYP_PTPRB.1.4m.21615",-0.030585,-0.13338,0.8953,0.97008
"CHOYP_RPZ3.1.1m.26308",-0.030585,-0.13338,0.8953,0.97008
"CHOYP_LOC100367356.1.1m.29181",0.030566,0.13329,0.89536,0.97008
"CHOYP_contig_033976m.38613",0.03056,0.13327,0.89538,0.97008
"CHOYP_BRAFLDRAFT_126555.2.6m.5075",0.030523,0.13311,0.89551,0.97008
"CHOYP_TCPD.1.1m.13556",0.030472,0.13288,0.89568,0.97008
"CHOYP_LOC100378714.2.4m.30802",0.030448,0.13278,0.89576,0.97008
"CHOYP_BRAFLDRAFT_216204.1.1m.30654",0.030447,0.13278,0.89577,0.97008
"CHOYP_DPSE_GA28568.5.9m.33670",-0.030289,-0.13209,0.8963,0.97053
"CHOYP_SLC31.5.5m.57886",-0.030124,-0.13137,0.89687,0.97101
"CHOYP_AGAP_AGAP005057.1.1m.62428",0.02997,0.1307,0.89739,0.97141
"CHOYP_LOC100376387.1.1m.9565",-0.029881,-0.13031,0.89769,0.97141
"CHOYP_PGTA.1.1m.43418",-0.029881,-0.13031,0.89769,0.97141
"CHOYP_ISCW_ISCW014726.5.5m.47210",-0.029881,-0.13031,0.89769,0.97141
"CHOYP_SYCC.1.1m.11415",-0.029826,-0.13007,0.89788,0.97148
"CHOYP_ME3.1.1m.58433",-0.029768,-0.12981,0.89808,0.97157
"CHOYP_ALF.3.3m.66837",0.029595,0.12906,0.89867,0.97199
"CHOYP_OTU6B.1.2m.31547",0.029566,0.12893,0.89877,0.97199
"CHOYP_PHOCN.1.1m.40660",0.029527,0.12876,0.8989,0.97199
"CHOYP_NUP214.3.3m.52826",-0.029517,-0.12872,0.89893,0.97199
"CHOYP_BRAFLDRAFT_281217.1.1m.15677",0.02948,0.12856,0.89906,0.972
"CHOYP_LOC100366577.1.2m.17884",0.029298,0.12776,0.89968,0.97203
"CHOYP_BRAFLDRAFT_276229.1.1m.37508",-0.029298,-0.12776,0.89968,0.97203
"CHOYP_CALM.44.50m.56751",-0.029277,-0.12767,0.89975,0.97203
"CHOYP_BAI1.1.2m.4434",0.02926,0.1276,0.89981,0.97203
"CHOYP_VPS8.1.1m.51272",-0.02926,-0.1276,0.89981,0.97203
"CHOYP_LOC100199246.1.1m.43478",0.02926,0.1276,0.89981,0.97203
"CHOYP_TALDO.2.2m.43331",0.029232,0.12747,0.8999,0.97203
"CHOYP_LOC100370330.1.1m.10944",-0.029167,-0.12719,0.90013,0.97208
"CHOYP_SAHH3.2.2m.51221",0.029152,0.12712,0.90018,0.97208
"CHOYP_CUL1.1.1m.13087",0.029074,0.12679,0.90044,0.97224
"CHOYP_VPS18.1.1m.38708",-0.029001,-0.12646,0.90069,0.97238
"CHOYP_LOC100711617.1.1m.9209",-0.028928,-0.12615,0.90094,0.97248
"CHOYP_LOC100877311.1.1m.25123",0.028905,0.12605,0.90102,0.97248
"CHOYP_BRAFLDRAFT_125724.1.1m.30781",-0.028693,-0.12512,0.90174,0.97306
"CHOYP_LOC100377233.1.1m.30409",-0.028677,-0.12505,0.9018,0.97306
"CHOYP_LOC100199980.2.2m.62743",-0.028646,-0.12491,0.9019,0.97306
"CHOYP_LOC100374338.1.1m.44584",-0.028568,-0.12457,0.90217,0.97321
"CHOYP_LOC100877749.1.1m.65236",0.028502,0.12429,0.90239,0.97321
"CHOYP_LOC101170942.1.1m.47597",0.028502,0.12429,0.90239,0.97321
"CHOYP_BRAFLDRAFT_244533.2.2m.53951",-0.02839,-0.1238,0.90278,0.9735
"CHOYP_LOC100533319.1.2m.46",0.028262,0.12324,0.90321,0.97371
"CHOYP_contig_053687m.64290",-0.028262,-0.12324,0.90321,0.97371
"CHOYP_LOC100648051.2.2m.61174",-0.028105,-0.12256,0.90374,0.97416
"CHOYP_TRIPC.1.1m.6424",-0.028039,-0.12227,0.90397,0.97416
"CHOYP_BRAFLDRAFT_62156.1.1m.47958",-0.028039,-0.12227,0.90397,0.97416
"CHOYP_LOC663375.1.1m.11969",-0.027888,-0.12161,0.90449,0.97419
"CHOYP_STK33.1.1m.8044",0.027864,0.1215,0.90457,0.97419
"CHOYP_LOC100374467.1.1m.31786",0.027864,0.1215,0.90457,0.97419
"CHOYP_BRAFLDRAFT_76825.1.1m.2818",0.027864,0.1215,0.90457,0.97419
"CHOYP_SMARCA5.1.1m.31708",-0.027859,-0.12148,0.90459,0.97419
"CHOYP_TIF1A.4.8m.23900",0.027735,0.12094,0.90501,0.97423
"CHOYP_TVAG_355490.1.22m.8202",-0.027735,-0.12094,0.90501,0.97423
"CHOYP_ASGR2.3.4m.47793",-0.027608,-0.12039,0.90544,0.97423
"CHOYP_LOC100121969.1.1m.52130",-0.027608,-0.12039,0.90544,0.97423
"CHOYP_LOC100378002.1.1m.47564",0.027608,0.12039,0.90544,0.97423
"CHOYP_LOC100635694.1.1m.24761",-0.027608,-0.12039,0.90544,0.97423
"CHOYP_contig_035493m.40257",0.027608,0.12039,0.90544,0.97423
"CHOYP_SSSCA1.1.2m.25666",-0.027552,-0.12014,0.90563,0.97431
"CHOYP_PGDH.3.5m.36973",0.027514,0.11997,0.90576,0.97431
"CHOYP_LOC100743251.1.1m.16814",-0.027467,-0.11977,0.90592,0.97431
"CHOYP_LOC100899149.2.2m.29105",-0.027444,-0.11967,0.906,0.97431
"CHOYP_NDK7.1.1m.64883",0.027414,0.11954,0.9061,0.97431
"CHOYP_DDX24.1.1m.6330",-0.027359,-0.1193,0.90629,0.97436
"CHOYP_RS8.12.14m.59492",0.027298,0.11903,0.9065,0.97436
"CHOYP_LOC577730.2.5m.11065",0.027298,0.11903,0.9065,0.97436
"CHOYP_SPB3.1.1m.31072",-0.027183,-0.11853,0.90689,0.9745
"CHOYP_LOC100377392.4.4m.65974",0.027155,0.11841,0.90699,0.9745
"CHOYP_NKRF.1.1m.61828",-0.027146,-0.11837,0.90702,0.9745
"CHOYP_RBP6.1.2m.6061",-0.027124,-0.11827,0.90709,0.9745
"CHOYP_BRAFLDRAFT_63907.1.1m.14584",0.027009,0.11777,0.90749,0.97471
"CHOYP_OSBL9.1.2m.17667",-0.026997,-0.11772,0.90752,0.97471
"CHOYP_SYMPK.1.1m.1791",-0.026939,-0.11747,0.90772,0.97479
"CHOYP_NHP2.1.1m.57624",-0.026906,-0.11732,0.90784,0.97479
"CHOYP_LOC100563554.1.1m.49953",-0.026736,-0.11658,0.90842,0.97529
"CHOYP_contig_007164m.8244",0.026565,0.11584,0.909,0.97552
"CHOYP_BRAFLDRAFT_80432.2.2m.18322",-0.026565,-0.11584,0.909,0.97552
"CHOYP_SR140.1.2m.11983",-0.026537,-0.11571,0.90909,0.97552
"CHOYP_FUTSC.4.4m.59503",0.026537,0.11571,0.90909,0.97552
"CHOYP_SELJ.1.1m.21559",0.026292,0.11464,0.90993,0.97629
"CHOYP_ISCW_ISCW022029.1.1m.9014",-0.026106,-0.11383,0.91056,0.97664
"CHOYP_CP080.1.1m.24911",-0.0261,-0.11381,0.91059,0.97664
"CHOYP_BTZ.1.1m.45914",-0.025994,-0.11334,0.91095,0.97664
"CHOYP_BCAS3.1.1m.6968",0.025994,0.11334,0.91095,0.97664
"CHOYP_UBE4B.1.1m.11223",-0.025994,-0.11334,0.91095,0.97664
"CHOYP_LOC101171340.1.1m.29474",-0.025906,-0.11296,0.91125,0.97664
"CHOYP_BRAFLDRAFT_275293.1.1m.16192",0.025866,0.11278,0.91138,0.97664
"CHOYP_DDB1.1.1m.59135",-0.025847,-0.1127,0.91145,0.97664
"CHOYP_LOC100376863.1.1m.65235",0.025813,0.11255,0.91157,0.97664
"CHOYP_BRAFLDRAFT_123537.1.2m.28822",0.025786,0.11243,0.91166,0.97664
"CHOYP_CLC10.2.5m.4673",-0.025786,-0.11243,0.91166,0.97664
"CHOYP_BLVRA.1.1m.17904",0.025786,0.11243,0.91166,0.97664
"CHOYP_ODH.2.2m.16624",0.025679,0.11197,0.91202,0.97673
"CHOYP_contig_039285m.44499",0.025677,0.11196,0.91203,0.97673
"CHOYP_LOC100670231.1.1m.6369",-0.025658,-0.11188,0.91209,0.97673
"CHOYP_LOC100375473.1.1m.9062",-0.025521,-0.11128,0.91256,0.9768
"CHOYP_LOC100879487.3.3m.33049",0.025482,0.11111,0.91269,0.9768
"CHOYP_T24B8.5.2.2m.46909",0.025482,0.11111,0.91269,0.9768
"CHOYP_LOC100492683.1.1m.63753",-0.025471,-0.11106,0.91273,0.9768
"CHOYP_BRAFLDRAFT_117068.1.1m.36193",0.025439,0.11092,0.91284,0.9768
"CHOYP_BRAFLDRAFT_65861.1.1m.24624",-0.025433,-0.1109,0.91286,0.9768
"CHOYP_LOC587439.1.1m.45707",0.025384,0.11068,0.91303,0.97685
"CHOYP_LOC100183847.1.2m.12797",-0.025084,-0.10937,0.91405,0.97782
"CHOYP_contig_003460m.3916",0.02493,0.1087,0.91458,0.97826
"CHOYP_PUA1A.1.1m.6287",0.024884,0.1085,0.91474,0.9783
"CHOYP_LOC100366455.1.3m.13543",0.024777,0.10803,0.9151,0.97851
"CHOYP_PCCB.1.2m.3057",-0.024723,-0.1078,0.91528,0.97851
"CHOYP_XDH.3.3m.55146",0.024723,0.1078,0.91528,0.97851
"CHOYP_NEMVEDRAFT_V1G154303.1.1m.3521",0.024663,0.10754,0.91549,0.97856
"CHOYP_contig_013622m.15553",-0.024633,-0.10741,0.91559,0.97856
"CHOYP_EIF3G.1.1m.29464",0.024605,0.10728,0.91569,0.97856
"CHOYP_MCMBP.2.2m.18631",0.024566,0.10711,0.91582,0.97858
"CHOYP_TUT4.2.2m.35505",0.024478,0.10673,0.91612,0.97873
"CHOYP_BRAFLDRAFT_128828.1.2m.7356",-0.024456,-0.10663,0.9162,0.97873
"CHOYP_TPPC3.1.1m.58563",-0.024197,-0.1055,0.91708,0.97955
"CHOYP_BRAFLDRAFT_61507.1.1m.52347",-0.024112,-0.10513,0.91737,0.97967
"CHOYP_LOC100537361.1.1m.55516",-0.024093,-0.10505,0.91744,0.97967
"CHOYP_BRAFLDRAFT_63471.1.1m.25619",-0.024028,-0.10477,0.91766,0.97967
"CHOYP_BRAFLDRAFT_119484.2.3m.60445",0.024028,0.10477,0.91766,0.97967
"CHOYP_KC1D.1.3m.12297",0.023966,0.1045,0.91787,0.97977
"CHOYP_LOC100370600.1.1m.29572",-0.023884,-0.10414,0.91815,0.97989
"CHOYP_CE120.1.2m.19214",0.023864,0.10405,0.91822,0.97989
"CHOYP_DHB14.1.1m.13441",0.023823,0.10387,0.91836,0.97991
"CHOYP_EXOC1.1.2m.60",-0.023682,-0.10326,0.91884,0.9803
"CHOYP_ISCW_ISCW017655.1.1m.22914",0.023623,0.103,0.91904,0.9803
"CHOYP_ISCW_ISCW005596.1.1m.60561",0.023544,0.10265,0.91931,0.9803
"CHOYP_ASPH.1.2m.35319",-0.023544,-0.10265,0.91931,0.9803
"K1C15_SHEEP",-0.023544,-0.10265,0.91931,0.9803
"CHOYP_contig_001544m.1660",0.023313,0.10164,0.9201,0.981
"CHOYP_THOP1.1.1m.18269",-0.023239,-0.10132,0.92035,0.981
"CHOYP_PHUM_PHUM596890.1.1m.10989",-0.023228,-0.10128,0.92039,0.981
"CHOYP_NF70.4.4m.63507",-0.023216,-0.10122,0.92043,0.981
"CHOYP_SMP_082940.1.1m.3343",0.023094,0.10069,0.92085,0.98124
"CHOYP_ERF3A.1.1m.57282",-0.023081,-0.10064,0.92089,0.98124
"CHOYP_DWIL_GK25256.1.1m.7275",0.022998,0.10027,0.92118,0.98124
"CHOYP_NEMVEDRAFT_V1G235970.1.1m.34141",0.022998,0.10027,0.92118,0.98124
"CHOYP_BM1_05690.1.1m.23253",-0.022942,-0.10003,0.92137,0.98124
"CHOYP_BRAFLDRAFT_126371.3.3m.66053",0.022923,0.099947,0.92143,0.98124
"CHOYP_PRP6.1.2m.28600",-0.022908,-0.099878,0.92149,0.98124
"CHOYP_LOC100697862.1.1m.27738",0.022798,0.0994,0.92186,0.98126
"CHOYP_LOC574928.1.2m.48221",0.022798,0.0994,0.92186,0.98126
"CHOYP_contig_003549m.4007",-0.022798,-0.0994,0.92186,0.98126
"CHOYP_LOC660183.1.1m.8143",-0.02267,-0.098843,0.9223,0.98159
"CHOYP_LOC100374685.1.1m.16061",-0.02264,-0.09871,0.9224,0.98159
"CHOYP_BRAFLDRAFT_279978.1.1m.30960",-0.022549,-0.098313,0.92271,0.98159
"CHOYP_DDX3Y.1.1m.3679",0.022548,0.098309,0.92272,0.98159
"CHOYP_LOC100900162.1.1m.58237",0.022519,0.098182,0.92282,0.98159
"CHOYP_BRAFLDRAFT_123768.1.1m.7223",-0.022451,-0.097885,0.92305,0.98159
"CHOYP_LOC100808508.1.1m.59055",0.022434,0.097811,0.92311,0.98159
"CHOYP_contig_025398m.28945",0.022434,0.097811,0.92311,0.98159
"CHOYP_BRAFLDRAFT_105037.1.1m.17483",-0.022184,-0.096721,0.92396,0.98237
"CHOYP_LOC100678100.1.1m.14602",-0.022111,-0.096405,0.92421,0.98242
"CHOYP_AGAP_AGAP008287.1.1m.58727",-0.022102,-0.096366,0.92424,0.98242
"CHOYP_LOC100371500.1.7m.4423",0.022054,0.096155,0.9244,0.98247
"CHOYP_LOC100377801.1.1m.10929",-0.02199,-0.095875,0.92462,0.98254
"CHOYP_LOC100378331.1.1m.47480",-0.021965,-0.095765,0.92471,0.98254
"CHOYP_contig_054622m.65176",0.021863,0.095323,0.92506,0.98278
"CHOYP_BRAFLDRAFT_125073.1.1m.1752",-0.021786,-0.094983,0.92532,0.98294
"CHOYP_SAE1.1.1m.46861",-0.021678,-0.094513,0.92569,0.98314
"CHOYP_BRAFLDRAFT_118756.1.2m.16721",0.021662,0.094447,0.92574,0.98314
"CHOYP_DOCK9.1.2m.7649",-0.021617,-0.094248,0.9259,0.98318
"CHOYP_RHG44.1.1m.982",0.021572,0.09405,0.92605,0.9832
"CHOYP_contig_056008m.66602",-0.021542,-0.093919,0.92616,0.9832
"CHOYP_LOC797197.1.1m.49426",0.021437,0.093465,0.92651,0.98334
"CHOYP_KS6A1.1.1m.38387",-0.021408,-0.093336,0.92661,0.98334
"CHOYP_THIKA.1.1m.13333",-0.0214,-0.093304,0.92664,0.98334
"CHOYP_PCKG.2.2m.50139",-0.021258,-0.09268,0.92713,0.98373
"CHOYP_ZW10.1.1m.35287",0.021148,0.092202,0.9275,0.98376
"CHOYP_EZH2.1.1m.47916",0.021148,0.092202,0.9275,0.98376
"CHOYP_BRAFLDRAFT_86801.1.1m.27107",0.021145,0.092192,0.92751,0.98376
"CHOYP_SNUT2.1.1m.19264",0.021029,0.091683,0.92791,0.98396
"CHOYP_LOC100378071.1.1m.40488",-0.021021,-0.091651,0.92794,0.98396
"CHOYP_TMED7.2.3m.28259",-0.02093,-0.091254,0.92825,0.98414
"CHOYP_LOC100182585.2.2m.24665",-0.020904,-0.091137,0.92834,0.98414
"CHOYP_SMG1.1.1m.46694",-0.020815,-0.090751,0.92864,0.98433
"CHOYP_LOC101165968.2.7m.18121",0.02073,0.09038,0.92893,0.98452
"CHOYP_LOC100177459.1.2m.48730",-0.020655,-0.090051,0.92919,0.98467
"CHOYP_AAEL_AAEL007787.1.1m.13188",-0.020447,-0.089143,0.9299,0.9853
"CHOYP_LOC100878601.1.1m.15486",0.020395,0.08892,0.93008,0.98536
"CHOYP_LOC577805.1.4m.9698",0.020339,0.088674,0.93027,0.98544
"CHOYP_LOC663424.1.2m.49957",-0.020294,-0.088479,0.93042,0.98544
"CHOYP_LOC100877689.2.2m.26187",-0.020268,-0.088366,0.93051,0.98544
"CHOYP_LOC101160053.1.1m.18848",-0.020232,-0.088207,0.93064,0.98545
"CHOYP_ATPB.1.1m.21960",-0.02011,-0.087676,0.93105,0.98546
"CHOYP_BRAFLDRAFT_86765.1.1m.54066",0.020097,0.087617,0.9311,0.98546
"CHOYP_AT1A.1.1m.18017",0.020076,0.087528,0.93117,0.98546
"CHOYP_TRIADDRAFT_29967.1.1m.56654",-0.02006,-0.087458,0.93122,0.98546
"CHOYP_MCM4.1.1m.61253",-0.020056,-0.087439,0.93124,0.98546
"CHOYP_contig_003050m.3358",0.019952,0.086987,0.93159,0.98571
"CHOYP_LOC100375551.1.2m.27488",0.019888,0.086705,0.93181,0.98572
"CHOYP_AGAP_AGAP004481.1.1m.8676",-0.019881,-0.086677,0.93184,0.98572
"CHOYP_LTOR2.2.2m.61709",-0.019707,-0.085916,0.93243,0.98616
"CHOYP_P20D2.1.2m.9005",-0.019627,-0.085567,0.93271,0.98616
"CHOYP_LOC100210677.7.8m.42871",0.019627,0.085567,0.93271,0.98616
"CHOYP_LOC100373351.2.3m.58893",-0.019622,-0.085545,0.93272,0.98616
"CHOYP_ITB1.3.4m.28565",-0.019579,-0.085358,0.93287,0.98619
"CHOYP_LOC101165304.1.1m.54576",-0.019522,-0.085109,0.93306,0.9862
"CHOYP_LOC661043.1.1m.11553",-0.019506,-0.085042,0.93312,0.9862
"CHOYP_contig_016020m.18768",0.019448,0.084787,0.93332,0.98629
"CHOYP_ROAA.3.6m.39522",0.019391,0.084539,0.93351,0.98637
"CHOYP_BRAFLDRAFT_59863.1.1m.24545",0.019184,0.083634,0.93422,0.98699
"CHOYP_BRAFLDRAFT_114488.1.1m.6260",-0.019104,-0.083288,0.93449,0.98713
"CHOYP_PRS4.1.1m.45626",0.019075,0.083163,0.93459,0.98713
"CHOYP_LOC590931.1.1m.7446",0.019,0.082835,0.93485,0.98728
"CHOYP_UBC2.1.3m.24138",-0.018818,-0.082039,0.93547,0.98769
"CHOYP_contig_025377m.28903",0.018818,0.082039,0.93547,0.98769
"CHOYP_LOC100748625.1.1m.24479",-0.018756,-0.081769,0.93569,0.98779
"CHOYP_LOC100633041.1.1m.35428",0.018625,0.081198,0.93613,0.98796
"CHOYP_RAB35.1.1m.8277",0.018544,0.080845,0.93641,0.98796
"CHOYP_DDX10.1.1m.17783",0.018544,0.080845,0.93641,0.98796
"CHOYP_LOC576200.3.4m.38681",0.018544,0.080845,0.93641,0.98796
"CHOYP_LOC732900.1.1m.62814",0.018534,0.080804,0.93644,0.98796
"CHOYP_LOC575058.1.1m.9531",-0.018364,-0.080061,0.93703,0.98845
"CHOYP_ACT.4.27m.14034",0.01831,0.079827,0.93721,0.98852
"CHOYP_TVAG_355490.4.22m.10865",-0.018273,-0.079662,0.93734,0.98853
"CHOYP_LOC100368844.1.1m.45290",0.018191,0.079305,0.93762,0.9887
"CHOYP_SARNP.1.1m.46095",-0.018128,-0.079031,0.93783,0.9888
"CHOYP_LOC100176232.1.1m.24645",0.018092,0.078876,0.93796,0.98881
"CHOYP_LOC100371232.1.1m.25817",0.017978,0.078377,0.93835,0.9891
"CHOYP_CC1G_13336.1.3m.23079",0.017934,0.078183,0.9385,0.98913
"CHOYP_LOC100168569.1.2m.11752",0.017857,0.07785,0.93876,0.98913
"CHOYP_LOC100370750.2.2m.52391",0.017823,0.077701,0.93888,0.98913
"CHOYP_CTRL.1.1m.48654",-0.017823,-0.077701,0.93888,0.98913
"CHOYP_LOC584567.1.1m.29825",0.017789,0.077554,0.93899,0.98913
"CHOYP_LOC662211.1.1m.23378",-0.017722,-0.077261,0.93922,0.98913
"CHOYP_LDLR.6.7m.57984",-0.017717,-0.077238,0.93924,0.98913
"CHOYP_BRAFLDRAFT_117937.1.1m.18686",0.017692,0.077132,0.93933,0.98913
"CHOYP_EIF3K.1.1m.59650",0.017352,0.075647,0.94049,0.99007
"CHOYP_PRP31.3.6m.8812",0.017334,0.07557,0.94055,0.99007
"CHOYP_UCK2.1.1m.6328",0.017327,0.075536,0.94058,0.99007
"CHOYP_LOC100371332.1.6m.7760",-0.017238,-0.07515,0.94088,0.99021
"CHOYP_BRAFLDRAFT_245349.1.1m.45479",0.017163,0.074823,0.94114,0.99021
"CHOYP_UCHL5.2.2m.46419",-0.017153,-0.07478,0.94117,0.99021
"CHOYP_SMOX.1.2m.3830",0.01715,0.074765,0.94118,0.99021
"CHOYP_U520.1.1m.7087",0.017109,0.074589,0.94132,0.99023
"CHOYP_LOC100122211.1.1m.56146",0.016942,0.073858,0.9419,0.99069
"CHOYP_BRAFLDRAFT_128100.1.1m.10153",0.016913,0.073732,0.94199,0.99069
"CHOYP_CG17147.1.1m.28107",0.016788,0.073189,0.94242,0.9909
"CHOYP_GAR1.1.2m.9449",-0.016768,-0.073099,0.94249,0.9909
"CHOYP_LOC658611.1.1m.11239",0.016741,0.072984,0.94258,0.9909
"CHOYP_LOC101166335.1.1m.5463",-0.016671,-0.072679,0.94282,0.9909
"CHOYP_CBG11292.1.1m.12957",0.016657,0.072618,0.94287,0.9909
"CHOYP_BRAFLDRAFT_60329.1.1m.18239",-0.016635,-0.07252,0.94295,0.9909
"CHOYP_HS12B.7.14m.40600",-0.016595,-0.072347,0.94308,0.9909
"CHOYP_OTU5B.1.1m.6212",-0.016575,-0.072258,0.94315,0.9909
"CHOYP_NUMB.1.1m.19732",0.016453,0.071728,0.94357,0.99122
"CHOYP_LOC100890512.1.1m.36422",-0.016314,-0.07112,0.94405,0.99158
"CHOYP_LOC100371875.1.1m.29467",-0.016282,-0.070982,0.94415,0.99158
"CHOYP_contig_034890m.39584",-0.016205,-0.070646,0.94442,0.99173
"CHOYP_HMCN2.3.12m.26811",0.016154,0.070424,0.94459,0.99179
"CHOYP_EIF3L.1.1m.7542",0.015868,0.069176,0.94557,0.9927
"CHOYP_SMP_143090.1.1m.6805",0.015804,0.068897,0.94579,0.9928
"CHOYP_LOC100122037.1.1m.12516",0.015749,0.068655,0.94598,0.99288
"CHOYP_LOC100876663.1.1m.4368",-0.015694,-0.068418,0.94617,0.99295
"CHOYP_TITIN.8.19m.35861",-0.015571,-0.067882,0.94659,0.99326
"CHOYP_ETFD.1.1m.6881",-0.015494,-0.067547,0.94685,0.99331
"CHOYP_LOC100375699.1.2m.19738",0.015489,0.067525,0.94687,0.99331
"CHOYP_NFS1.1.1m.1622",0.015438,0.0673,0.94705,0.99337
"CHOYP_contig_010532m.12231",0.015293,0.066667,0.94754,0.99367
"CHOYP_MCM4.1.1m.61254",-0.015274,-0.066585,0.94761,0.99367
